Date,HSI,SI,PI,CI,DTI,HSI_target_7d,HSI_target_30d,HSI_target_60d,HSI_target_90d,SI_target_7d,SI_target_30d,SI_target_60d,SI_target_90d,PI_target_7d,PI_target_30d,PI_target_60d,PI_target_90d,CI_target_7d,CI_target_30d,CI_target_60d,CI_target_90d
2014-01-28,705,1098,1387,1577,1132,681.0,673.0,642.0,517.0,975.0,1097.0,1115.0,912.0,1313.0,1123.0,942.0,868.0,1513.0,2049.0,2573.0,1668.0
2014-01-29,700,1079,1369,1531,1099,677.0,669.0,642.0,515.0,961.0,1100.0,1115.0,916.0,1307.0,1099.0,942.0,872.0,1544.0,2084.0,2573.0,1613.0
2014-01-30,691,1056,1347,1527,1065,676.0,666.0,642.0,513.0,948.0,1103.0,1115.0,922.0,1307.0,1080.0,942.0,871.0,1575.0,2180.0,2573.0,1600.0
2014-01-31,684,1018,1337,1524,1037,674.0,666.0,632.0,514.0,937.0,1103.0,1090.0,919.0,1304.0,1080.0,897.0,871.0,1588.0,2180.0,2505.0,1716.0
2014-02-03,682,996,1326,1516,1005,669.0,661.0,598.0,510.0,929.0,1115.0,1025.0,915.0,1305.0,1053.0,822.0,866.0,1611.0,2596.0,2306.0,1691.0
2014-02-04,681,975,1313,1513,958,667.0,663.0,588.0,510.0,929.0,1116.0,1003.0,915.0,1322.0,1056.0,812.0,866.0,1581.0,2830.0,2293.0,1691.0
2014-02-05,677,961,1307,1544,926,665.0,663.0,588.0,510.0,928.0,1122.0,1003.0,915.0,1324.0,1075.0,812.0,866.0,1548.0,2980.0,2293.0,1691.0
2014-02-06,676,948,1307,1575,890,668.0,663.0,588.0,509.0,938.0,1131.0,1003.0,917.0,1313.0,1088.0,812.0,869.0,1557.0,3023.0,2293.0,1681.0
2014-02-07,674,937,1304,1588,866,671.0,663.0,580.0,508.0,965.0,1131.0,982.0,920.0,1311.0,1088.0,801.0,879.0,1554.0,3023.0,2029.0,1613.0
2014-02-10,669,929,1305,1611,853,676.0,668.0,556.0,504.0,998.0,1149.0,936.0,909.0,1308.0,1102.0,782.0,910.0,1625.0,2600.0,1789.0,1483.0
2014-02-11,667,929,1322,1581,852,677.0,668.0,549.0,504.0,1026.0,1159.0,927.0,909.0,1298.0,1106.0,778.0,910.0,1667.0,2654.0,1765.0,1483.0
2014-02-12,665,928,1324,1548,846,678.0,671.0,549.0,502.0,1049.0,1173.0,927.0,905.0,1282.0,1113.0,778.0,933.0,1690.0,2677.0,1765.0,1453.0
2014-02-13,668,938,1313,1557,829,676.0,671.0,549.0,497.0,1068.0,1183.0,927.0,904.0,1261.0,1116.0,778.0,969.0,1680.0,2691.0,1765.0,1496.0
2014-02-14,671,965,1311,1554,818,677.0,671.0,543.0,490.0,1087.0,1183.0,921.0,904.0,1244.0,1116.0,777.0,1016.0,1701.0,2691.0,1724.0,1546.0
2014-02-17,676,998,1308,1625,811,679.0,667.0,528.0,483.0,1098.0,1198.0,908.0,899.0,1222.0,1120.0,828.0,1054.0,1707.0,2982.0,1616.0,1494.0
2014-02-18,677,1026,1298,1667,802,679.0,671.0,528.0,483.0,1096.0,1200.0,908.0,899.0,1187.0,1120.0,828.0,1054.0,1775.0,3129.0,1616.0,1494.0
2014-02-19,678,1049,1282,1690,783,674.0,674.0,528.0,482.0,1096.0,1205.0,908.0,896.0,1154.0,1112.0,828.0,1061.0,1912.0,3036.0,1616.0,1431.0
2014-02-20,676,1068,1261,1680,772,673.0,676.0,528.0,480.0,1097.0,1209.0,908.0,891.0,1123.0,1107.0,828.0,1056.0,2049.0,3055.0,1616.0,1354.0
2014-02-21,677,1087,1244,1701,770,669.0,676.0,528.0,480.0,1100.0,1209.0,908.0,884.0,1099.0,1107.0,828.0,1028.0,2084.0,3055.0,1616.0,1302.0
2014-02-24,679,1098,1222,1707,761,666.0,672.0,517.0,481.0,1103.0,1201.0,909.0,866.0,1080.0,1062.0,864.0,971.0,2180.0,2761.0,1696.0,1457.0
2014-02-25,679,1096,1187,1775,753,662.0,659.0,517.0,481.0,1107.0,1180.0,912.0,866.0,1062.0,1018.0,868.0,971.0,2326.0,2579.0,1668.0,1457.0
2014-02-26,674,1096,1154,1912,750,661.0,649.0,517.0,481.0,1115.0,1139.0,912.0,866.0,1053.0,978.0,868.0,971.0,2596.0,2557.0,1668.0,1457.0
2014-02-27,673,1097,1123,2049,741,663.0,642.0,517.0,481.0,1116.0,1115.0,912.0,855.0,1056.0,942.0,868.0,940.0,2830.0,2573.0,1668.0,1405.0
2014-02-28,669,1100,1099,2084,737,663.0,642.0,515.0,484.0,1122.0,1115.0,916.0,846.0,1075.0,942.0,872.0,904.0,2980.0,2573.0,1613.0,1379.0
2014-03-03,666,1103,1080,2180,726,663.0,621.0,510.0,485.0,1131.0,1068.0,915.0,830.0,1088.0,867.0,865.0,846.0,3023.0,2418.0,1829.0,1429.0
2014-03-04,662,1107,1062,2326,717,666.0,610.0,510.0,485.0,1137.0,1047.0,915.0,830.0,1104.0,836.0,866.0,846.0,3045.0,2343.0,1691.0,1429.0
2014-03-05,661,1115,1053,2596,711,668.0,598.0,510.0,485.0,1149.0,1025.0,915.0,829.0,1102.0,822.0,866.0,816.0,2600.0,2306.0,1691.0,1545.0
2014-03-06,663,1116,1056,2830,702,668.0,588.0,510.0,484.0,1159.0,1003.0,915.0,829.0,1106.0,812.0,866.0,786.0,2654.0,2293.0,1691.0,1604.0
2014-03-07,663,1122,1075,2980,695,671.0,588.0,510.0,482.0,1173.0,1003.0,915.0,821.0,1113.0,812.0,866.0,758.0,2677.0,2293.0,1691.0,1689.0
2014-03-10,663,1131,1088,3023,689,671.0,571.0,506.0,478.0,1183.0,965.0,918.0,802.0,1116.0,794.0,898.0,713.0,2691.0,1946.0,1541.0,1846.0
2014-03-11,666,1137,1104,3045,692,668.0,562.0,504.0,478.0,1191.0,949.0,909.0,802.0,1118.0,787.0,910.0,713.0,2818.0,1865.0,1483.0,1846.0
2014-03-12,668,1149,1102,2600,681,667.0,556.0,504.0,475.0,1198.0,936.0,909.0,797.0,1120.0,782.0,910.0,699.0,2982.0,1789.0,1483.0,1903.0
2014-03-13,668,1159,1106,2654,678,671.0,549.0,504.0,469.0,1200.0,927.0,909.0,787.0,1120.0,778.0,910.0,678.0,3129.0,1765.0,1483.0,1864.0
2014-03-14,671,1173,1113,2677,676,674.0,549.0,502.0,465.0,1205.0,927.0,905.0,774.0,1112.0,778.0,933.0,635.0,3036.0,1765.0,1453.0,1792.0
2014-03-17,671,1183,1116,2691,679,676.0,536.0,485.0,450.0,1209.0,916.0,901.0,748.0,1107.0,792.0,1041.0,542.0,3055.0,1613.0,1530.0,1695.0
2014-03-18,668,1191,1118,2818,682,676.0,533.0,483.0,450.0,1207.0,909.0,899.0,748.0,1088.0,812.0,1054.0,542.0,2993.0,1591.0,1494.0,1695.0
2014-03-19,667,1198,1120,2982,695,672.0,528.0,483.0,446.0,1201.0,908.0,899.0,740.0,1062.0,828.0,1054.0,514.0,2761.0,1616.0,1494.0,1676.0
2014-03-20,671,1200,1120,3129,699,659.0,528.0,483.0,443.0,1180.0,908.0,899.0,724.0,1018.0,828.0,1054.0,492.0,2579.0,1616.0,1494.0,1767.0
2014-03-21,674,1205,1112,3036,711,649.0,528.0,482.0,442.0,1139.0,908.0,896.0,715.0,978.0,828.0,1061.0,474.0,2557.0,1616.0,1431.0,1919.0
2014-03-24,676,1209,1107,3055,712,642.0,524.0,480.0,440.0,1115.0,909.0,872.0,704.0,942.0,840.0,1001.0,452.0,2573.0,1674.0,1358.0,1896.0
2014-03-25,676,1207,1088,2993,712,632.0,520.0,481.0,440.0,1090.0,911.0,866.0,704.0,897.0,852.0,971.0,452.0,2505.0,1692.0,1457.0,1896.0
2014-03-26,672,1201,1062,2761,711,621.0,517.0,481.0,438.0,1068.0,909.0,866.0,701.0,867.0,864.0,971.0,446.0,2418.0,1696.0,1457.0,1848.0
2014-03-27,659,1180,1018,2579,711,610.0,517.0,481.0,433.0,1047.0,912.0,866.0,694.0,836.0,868.0,971.0,433.0,2343.0,1668.0,1457.0,1799.0
2014-03-28,649,1139,978,2557,709,598.0,517.0,481.0,427.0,1025.0,912.0,866.0,687.0,822.0,868.0,971.0,423.0,2306.0,1668.0,1457.0,1748.0
2014-03-31,642,1115,942,2573,705,588.0,513.0,485.0,413.0,1003.0,922.0,839.0,678.0,812.0,871.0,872.0,423.0,2293.0,1600.0,1395.0,1871.0
2014-04-01,632,1090,897,2505,700,580.0,514.0,485.0,413.0,982.0,919.0,830.0,678.0,801.0,871.0,846.0,423.0,2029.0,1716.0,1429.0,1871.0
2014-04-02,621,1068,867,2418,694,571.0,510.0,485.0,409.0,965.0,915.0,830.0,675.0,794.0,865.0,846.0,446.0,1946.0,1829.0,1429.0,2045.0
2014-04-03,610,1047,836,2343,691,562.0,510.0,485.0,408.0,949.0,915.0,830.0,676.0,787.0,866.0,846.0,485.0,1865.0,1691.0,1429.0,1999.0
2014-04-04,598,1025,822,2306,688,556.0,510.0,485.0,404.0,936.0,915.0,829.0,677.0,782.0,866.0,816.0,557.0,1789.0,1691.0,1545.0,1935.0
2014-04-07,588,1003,812,2293,696,549.0,509.0,481.0,402.0,927.0,917.0,811.0,682.0,778.0,869.0,727.0,680.0,1765.0,1681.0,1793.0,1808.0
2014-04-08,580,982,801,2029,696,543.0,508.0,478.0,402.0,921.0,920.0,802.0,682.0,777.0,879.0,713.0,680.0,1724.0,1613.0,1846.0,1808.0
2014-04-09,571,965,794,1946,691,536.0,506.0,478.0,400.0,916.0,918.0,802.0,686.0,792.0,898.0,713.0,704.0,1613.0,1541.0,1846.0,1755.0
2014-04-10,562,949,787,1865,693,533.0,504.0,478.0,397.0,909.0,909.0,802.0,687.0,812.0,910.0,713.0,710.0,1591.0,1483.0,1846.0,1648.0
2014-04-11,556,936,782,1789,692,528.0,504.0,475.0,393.0,908.0,909.0,797.0,684.0,828.0,910.0,699.0,702.0,1616.0,1483.0,1903.0,1523.0
2014-04-14,549,927,778,1765,693,528.0,497.0,459.0,385.0,908.0,904.0,760.0,679.0,828.0,969.0,582.0,666.0,1616.0,1496.0,1730.0,1422.0
2014-04-15,543,921,777,1724,690,528.0,490.0,450.0,385.0,908.0,904.0,748.0,679.0,828.0,1016.0,542.0,666.0,1616.0,1546.0,1695.0,1422.0
2014-04-16,536,916,792,1613,693,524.0,485.0,450.0,380.0,909.0,901.0,748.0,675.0,840.0,1041.0,542.0,644.0,1674.0,1530.0,1695.0,1377.0
2014-04-17,533,909,812,1591,686,520.0,483.0,450.0,377.0,911.0,899.0,748.0,671.0,852.0,1054.0,542.0,621.0,1692.0,1494.0,1695.0,1289.0
2014-04-22,528,908,828,1616,677,515.0,480.0,440.0,369.0,916.0,884.0,704.0,659.0,872.0,1028.0,452.0,576.0,1613.0,1302.0,1896.0,1194.0
2014-04-23,524,909,840,1674,673,513.0,480.0,440.0,364.0,922.0,872.0,704.0,659.0,871.0,1001.0,452.0,576.0,1600.0,1358.0,1896.0,1191.0
2014-04-24,520,911,852,1692,666,514.0,481.0,440.0,361.0,919.0,866.0,704.0,661.0,871.0,971.0,452.0,584.0,1716.0,1457.0,1896.0,1198.0
2014-04-25,517,909,864,1696,658,510.0,481.0,438.0,358.0,915.0,866.0,701.0,661.0,865.0,971.0,446.0,596.0,1829.0,1457.0,1848.0,1201.0
2014-04-28,517,912,868,1668,657,510.0,481.0,420.0,358.0,915.0,855.0,679.0,679.0,866.0,940.0,419.0,616.0,1691.0,1405.0,1773.0,1187.0
2014-04-29,515,916,872,1613,655,510.0,484.0,413.0,358.0,915.0,846.0,678.0,679.0,866.0,904.0,423.0,616.0,1691.0,1379.0,1871.0,1187.0
2014-04-30,513,922,871,1600,651,509.0,485.0,413.0,357.0,917.0,839.0,678.0,684.0,869.0,872.0,423.0,624.0,1681.0,1395.0,1871.0,1195.0
2014-05-01,514,919,871,1716,648,508.0,485.0,413.0,356.0,920.0,830.0,678.0,688.0,879.0,846.0,423.0,625.0,1613.0,1429.0,1871.0,1200.0
2014-05-02,510,915,865,1829,644,506.0,485.0,409.0,355.0,918.0,830.0,675.0,704.0,898.0,846.0,446.0,619.0,1541.0,1429.0,2045.0,1195.0
2014-05-06,510,915,866,1691,647,502.0,482.0,402.0,356.0,905.0,821.0,682.0,728.0,933.0,758.0,680.0,610.0,1453.0,1689.0,1808.0,1178.0
2014-05-07,509,917,869,1681,648,497.0,481.0,402.0,357.0,904.0,811.0,682.0,740.0,969.0,727.0,680.0,609.0,1496.0,1793.0,1808.0,1163.0
2014-05-08,508,920,879,1613,655,490.0,478.0,402.0,358.0,904.0,802.0,682.0,753.0,1016.0,713.0,680.0,609.0,1546.0,1846.0,1808.0,1153.0
2014-05-09,506,918,898,1541,665,485.0,478.0,400.0,360.0,901.0,802.0,686.0,767.0,1041.0,713.0,704.0,616.0,1530.0,1846.0,1755.0,1150.0
2014-05-12,504,909,910,1483,664,483.0,469.0,390.0,366.0,899.0,787.0,681.0,804.0,1054.0,678.0,679.0,634.0,1494.0,1864.0,1465.0,1197.0
2014-05-13,502,905,933,1453,661,482.0,465.0,385.0,366.0,896.0,774.0,679.0,804.0,1061.0,635.0,666.0,634.0,1431.0,1792.0,1422.0,1197.0
2014-05-14,497,904,969,1496,658,480.0,459.0,385.0,370.0,891.0,760.0,679.0,819.0,1056.0,582.0,666.0,651.0,1354.0,1730.0,1422.0,1350.0
2014-05-15,490,904,1016,1546,657,480.0,450.0,385.0,373.0,884.0,748.0,679.0,829.0,1028.0,542.0,666.0,674.0,1302.0,1695.0,1422.0,1546.0
2014-05-16,485,901,1041,1530,656,480.0,450.0,380.0,376.0,872.0,748.0,675.0,845.0,1001.0,542.0,644.0,739.0,1358.0,1695.0,1377.0,1882.0
2014-05-19,483,899,1054,1494,652,481.0,443.0,372.0,387.0,866.0,724.0,660.0,877.0,971.0,492.0,586.0,836.0,1457.0,1767.0,1235.0,2254.0
2014-05-20,482,896,1061,1431,649,481.0,442.0,369.0,387.0,866.0,715.0,659.0,877.0,971.0,474.0,576.0,836.0,1457.0,1919.0,1194.0,2254.0
2014-05-21,480,891,1056,1354,651,481.0,441.0,369.0,394.0,855.0,708.0,659.0,889.0,940.0,461.0,576.0,837.0,1405.0,1950.0,1194.0,2256.0
2014-05-22,480,884,1028,1302,669,484.0,440.0,369.0,399.0,846.0,704.0,659.0,902.0,904.0,452.0,576.0,828.0,1379.0,1896.0,1194.0,2380.0
2014-05-23,480,872,1001,1358,684,485.0,440.0,364.0,406.0,839.0,704.0,659.0,912.0,872.0,452.0,576.0,818.0,1395.0,1896.0,1191.0,2578.0
2014-05-27,481,866,971,1457,691,485.0,427.0,358.0,420.0,829.0,687.0,679.0,937.0,816.0,423.0,616.0,808.0,1545.0,1748.0,1187.0,2430.0
2014-05-28,481,855,940,1405,682,484.0,420.0,358.0,420.0,829.0,679.0,679.0,937.0,786.0,419.0,616.0,808.0,1604.0,1773.0,1187.0,2430.0
2014-05-29,484,846,904,1379,674,482.0,413.0,358.0,427.0,821.0,678.0,679.0,944.0,758.0,423.0,616.0,811.0,1689.0,1871.0,1187.0,2366.0
2014-05-30,485,839,872,1395,667,481.0,413.0,357.0,437.0,811.0,678.0,684.0,952.0,727.0,423.0,624.0,842.0,1793.0,1871.0,1195.0,2551.0
2014-06-02,485,830,846,1429,657,478.0,408.0,357.0,450.0,802.0,676.0,716.0,970.0,713.0,485.0,611.0,888.0,1846.0,1999.0,1176.0,2606.0
2014-06-03,485,829,816,1545,651,475.0,404.0,356.0,450.0,797.0,677.0,728.0,970.0,699.0,557.0,610.0,888.0,1903.0,1935.0,1178.0,2606.0
2014-06-04,484,829,786,1604,641,469.0,403.0,356.0,456.0,787.0,680.0,728.0,977.0,678.0,640.0,610.0,903.0,1864.0,1864.0,1178.0,2568.0
2014-06-05,482,821,758,1689,635,465.0,402.0,356.0,462.0,774.0,682.0,728.0,983.0,635.0,680.0,610.0,919.0,1792.0,1808.0,1178.0,2489.0
2014-06-06,481,811,727,1793,630,459.0,402.0,357.0,466.0,760.0,682.0,740.0,988.0,582.0,680.0,609.0,927.0,1730.0,1808.0,1163.0,2464.0
2014-06-09,478,802,713,1846,635,450.0,397.0,363.0,472.0,748.0,687.0,785.0,997.0,542.0,710.0,624.0,940.0,1695.0,1648.0,1166.0,2519.0
2014-06-10,475,797,699,1903,636,446.0,393.0,366.0,472.0,740.0,684.0,804.0,997.0,514.0,702.0,634.0,940.0,1676.0,1523.0,1197.0,2519.0
2014-06-11,469,787,678,1864,637,443.0,390.0,366.0,472.0,724.0,681.0,804.0,995.0,492.0,679.0,634.0,940.0,1767.0,1465.0,1197.0,2596.0
2014-06-12,465,774,635,1792,637,442.0,385.0,366.0,474.0,715.0,679.0,804.0,1001.0,474.0,666.0,634.0,916.0,1919.0,1422.0,1197.0,2602.0
2014-06-13,459,760,582,1730,635,441.0,385.0,370.0,476.0,708.0,679.0,819.0,1003.0,461.0,666.0,651.0,895.0,1950.0,1422.0,1350.0,2570.0
2014-06-16,450,748,542,1695,641,440.0,377.0,382.0,479.0,704.0,671.0,861.0,1006.0,452.0,621.0,803.0,860.0,1896.0,1289.0,2151.0,2523.0
2014-06-17,446,740,514,1676,641,438.0,373.0,387.0,479.0,701.0,666.0,877.0,1006.0,446.0,603.0,836.0,860.0,1848.0,1248.0,2254.0,2523.0
2014-06-18,443,724,492,1767,650,433.0,372.0,387.0,484.0,694.0,660.0,877.0,1016.0,433.0,586.0,836.0,843.0,1799.0,1235.0,2254.0,2442.0
2014-06-19,442,715,474,1919,672,427.0,369.0,387.0,488.0,687.0,659.0,877.0,1028.0,423.0,576.0,836.0,829.0,1748.0,1194.0,2254.0,2342.0
2014-06-20,441,708,461,1950,712,420.0,369.0,394.0,494.0,679.0,659.0,889.0,1031.0,419.0,576.0,837.0,819.0,1773.0,1194.0,2256.0,2192.0
2014-06-23,440,704,452,1896,715,413.0,361.0,413.0,505.0,678.0,661.0,925.0,1029.0,423.0,584.0,812.0,809.0,1871.0,1198.0,2535.0,2118.0
2014-06-24,438,701,446,1848,717,409.0,358.0,420.0,505.0,675.0,661.0,937.0,1029.0,446.0,596.0,808.0,809.0,2045.0,1201.0,2430.0,2118.0
2014-06-25,433,694,433,1799,717,408.0,357.0,420.0,513.0,676.0,666.0,937.0,1032.0,485.0,606.0,808.0,800.0,1999.0,1193.0,2430.0,2077.0
2014-06-26,427,687,423,1748,717,404.0,358.0,420.0,521.0,677.0,679.0,937.0,1041.0,557.0,616.0,808.0,798.0,1935.0,1187.0,2430.0,1967.0
2014-06-27,420,679,419,1773,723,403.0,358.0,420.0,525.0,680.0,679.0,937.0,1045.0,640.0,616.0,808.0,799.0,1864.0,1187.0,2430.0,1837.0
2014-06-30,413,678,423,1871,721,402.0,356.0,442.0,528.0,682.0,688.0,963.0,1053.0,680.0,625.0,871.0,812.0,1808.0,1200.0,2627.0,1922.0
2014-07-01,409,675,446,2045,724,400.0,355.0,450.0,528.0,686.0,704.0,970.0,1053.0,704.0,619.0,888.0,812.0,1755.0,1195.0,2606.0,1922.0
2014-07-02,408,676,485,1999,728,397.0,357.0,450.0,529.0,687.0,716.0,970.0,1054.0,710.0,611.0,888.0,826.0,1648.0,1176.0,2606.0,1915.0
2014-07-03,404,677,557,1935,747,393.0,356.0,450.0,531.0,684.0,728.0,970.0,1051.0,702.0,610.0,888.0,854.0,1523.0,1178.0,2606.0,1853.0
2014-07-04,403,680,640,1864,750,390.0,356.0,456.0,531.0,681.0,728.0,977.0,1045.0,679.0,610.0,903.0,878.0,1465.0,1178.0,2568.0,1788.0
2014-07-07,402,682,680,1808,741,385.0,358.0,469.0,530.0,679.0,753.0,993.0,1028.0,666.0,609.0,931.0,889.0,1422.0,1153.0,2483.0,1735.0
2014-07-08,400,686,704,1755,736,380.0,360.0,472.0,530.0,675.0,767.0,997.0,1028.0,644.0,616.0,940.0,889.0,1377.0,1150.0,2519.0,1735.0
2014-07-09,397,687,710,1648,739,377.0,363.0,472.0,528.0,671.0,785.0,997.0,1017.0,621.0,624.0,940.0,884.0,1289.0,1166.0,2519.0,1698.0
2014-07-10,393,684,702,1523,752,373.0,366.0,472.0,523.0,666.0,804.0,997.0,1007.0,603.0,634.0,940.0,869.0,1248.0,1197.0,2519.0,1632.0
2014-07-11,390,681,679,1465,774,372.0,366.0,472.0,520.0,660.0,804.0,995.0,993.0,586.0,634.0,940.0,864.0,1235.0,1197.0,2596.0,1580.0
2014-07-14,385,679,666,1422,786,369.0,373.0,477.0,513.0,659.0,829.0,1000.0,970.0,576.0,674.0,875.0,868.0,1194.0,1546.0,2546.0,1521.0
2014-07-15,380,675,644,1377,796,364.0,376.0,479.0,513.0,659.0,845.0,1006.0,970.0,576.0,739.0,860.0,868.0,1191.0,1882.0,2523.0,1521.0
2014-07-16,377,671,621,1289,820,361.0,382.0,479.0,510.0,661.0,861.0,1006.0,959.0,584.0,803.0,860.0,885.0,1198.0,2151.0,2523.0,1485.0
2014-07-17,373,666,603,1248,884,358.0,387.0,479.0,506.0,661.0,877.0,1006.0,952.0,596.0,836.0,860.0,909.0,1201.0,2254.0,2523.0,1376.0
2014-07-18,372,660,586,1235,896,357.0,387.0,484.0,503.0,666.0,877.0,1016.0,944.0,606.0,836.0,843.0,940.0,1193.0,2254.0,2442.0,1315.0
2014-07-21,369,659,576,1194,906,358.0,399.0,498.0,498.0,679.0,902.0,1030.0,923.0,616.0,828.0,814.0,995.0,1187.0,2380.0,2112.0,1512.0
2014-07-22,364,659,576,1191,918,357.0,406.0,505.0,498.0,684.0,912.0,1029.0,923.0,624.0,818.0,809.0,995.0,1195.0,2578.0,2118.0,1512.0
2014-07-23,361,661,584,1198,955,356.0,413.0,505.0,498.0,688.0,925.0,1029.0,916.0,625.0,812.0,809.0,1032.0,1200.0,2535.0,2118.0,2003.0
2014-07-24,358,661,596,1201,946,355.0,420.0,505.0,496.0,704.0,937.0,1029.0,911.0,619.0,808.0,809.0,1066.0,1195.0,2430.0,2118.0,2186.0
2014-07-25,357,666,606,1193,931,357.0,420.0,513.0,491.0,716.0,937.0,1032.0,907.0,611.0,808.0,800.0,1099.0,1176.0,2430.0,2077.0,2258.0
2014-07-28,358,679,616,1187,891,356.0,427.0,526.0,485.0,728.0,944.0,1046.0,900.0,610.0,811.0,807.0,1137.0,1178.0,2366.0,1852.0,2852.0
2014-07-29,357,684,624,1195,862,357.0,437.0,528.0,485.0,740.0,952.0,1053.0,900.0,609.0,842.0,812.0,1137.0,1163.0,2551.0,1922.0,2852.0
2014-07-30,356,688,625,1200,848,358.0,442.0,528.0,481.0,753.0,963.0,1053.0,899.0,609.0,871.0,812.0,1172.0,1153.0,2627.0,1922.0,3436.0
2014-07-31,355,704,619,1195,842,360.0,450.0,528.0,476.0,767.0,970.0,1053.0,898.0,616.0,888.0,812.0,1202.0,1150.0,2606.0,1922.0,3560.0
2014-08-01,357,716,611,1176,833,363.0,450.0,529.0,472.0,785.0,970.0,1054.0,896.0,624.0,888.0,826.0,1222.0,1166.0,2606.0,1915.0,3534.0
2014-08-04,356,728,610,1178,826,366.0,462.0,530.0,463.0,804.0,983.0,1033.0,892.0,634.0,919.0,887.0,1241.0,1197.0,2489.0,1758.0,3640.0
2014-08-05,357,740,609,1163,815,370.0,466.0,530.0,463.0,819.0,988.0,1028.0,892.0,651.0,927.0,889.0,1241.0,1350.0,2464.0,1735.0,3640.0
2014-08-06,358,753,609,1153,800,373.0,469.0,530.0,458.0,829.0,993.0,1028.0,889.0,674.0,931.0,889.0,1238.0,1546.0,2483.0,1735.0,3781.0
2014-08-07,360,767,616,1150,794,376.0,472.0,530.0,457.0,845.0,997.0,1028.0,888.0,739.0,940.0,889.0,1224.0,1882.0,2519.0,1735.0,3702.0
2014-08-08,363,785,624,1166,811,382.0,472.0,528.0,455.0,861.0,997.0,1017.0,888.0,803.0,940.0,884.0,1205.0,2151.0,2519.0,1698.0,3612.0
2014-08-11,366,804,634,1197,807,387.0,474.0,516.0,451.0,877.0,1001.0,980.0,881.0,836.0,916.0,865.0,1168.0,2254.0,2602.0,1544.0,3613.0
2014-08-12,370,819,651,1350,793,394.0,476.0,513.0,451.0,889.0,1003.0,970.0,881.0,837.0,895.0,868.0,1168.0,2256.0,2570.0,1521.0,3613.0
2014-08-13,373,829,674,1546,762,399.0,477.0,513.0,451.0,902.0,1000.0,970.0,879.0,828.0,875.0,868.0,1150.0,2380.0,2546.0,1521.0,3419.0
2014-08-14,376,845,739,1882,753,406.0,479.0,513.0,451.0,912.0,1006.0,970.0,876.0,818.0,860.0,868.0,1133.0,2578.0,2523.0,1521.0,3229.0
2014-08-15,382,861,803,2151,748,413.0,479.0,510.0,451.0,925.0,1006.0,959.0,873.0,812.0,860.0,885.0,1112.0,2535.0,2523.0,1485.0,2972.0
2014-08-18,387,877,836,2254,747,420.0,488.0,501.0,451.0,937.0,1028.0,933.0,875.0,808.0,829.0,966.0,1069.0,2430.0,2342.0,1362.0,2971.0
2014-08-19,394,889,837,2256,749,420.0,494.0,498.0,451.0,937.0,1031.0,923.0,875.0,808.0,819.0,995.0,1069.0,2430.0,2192.0,1512.0,2971.0
2014-08-20,399,902,828,2380,759,427.0,498.0,498.0,453.0,944.0,1030.0,923.0,875.0,811.0,814.0,995.0,1061.0,2366.0,2112.0,1512.0,3106.0
2014-08-21,406,912,818,2578,768,437.0,505.0,498.0,455.0,952.0,1029.0,923.0,881.0,842.0,809.0,995.0,1055.0,2551.0,2118.0,1512.0,3127.0
2014-08-22,413,925,812,2535,761,442.0,505.0,498.0,457.0,963.0,1029.0,916.0,904.0,871.0,809.0,1032.0,1053.0,2627.0,2118.0,2003.0,3130.0
2014-08-26,420,937,808,2430,759,456.0,525.0,485.0,469.0,977.0,1045.0,900.0,942.0,903.0,799.0,1137.0,1059.0,2568.0,1837.0,2852.0,2975.0
2014-08-27,427,944,811,2366,742,462.0,526.0,485.0,476.0,983.0,1046.0,900.0,956.0,919.0,807.0,1137.0,1064.0,2489.0,1852.0,2852.0,2963.0
2014-08-28,437,952,842,2551,735,466.0,528.0,485.0,482.0,988.0,1053.0,900.0,970.0,927.0,812.0,1137.0,1073.0,2464.0,1922.0,2852.0,2612.0
2014-08-29,442,963,871,2627,722,469.0,528.0,481.0,487.0,993.0,1053.0,899.0,980.0,931.0,812.0,1172.0,1099.0,2483.0,1922.0,3436.0,2347.0
2014-09-01,450,970,888,2606,699,472.0,531.0,467.0,492.0,997.0,1051.0,891.0,986.0,940.0,854.0,1233.0,1124.0,2519.0,1853.0,3552.0,2025.0
2014-09-02,456,977,903,2568,693,472.0,531.0,463.0,492.0,995.0,1045.0,892.0,986.0,940.0,878.0,1241.0,1124.0,2596.0,1788.0,3640.0,2025.0
2014-09-03,462,983,919,2489,687,474.0,530.0,463.0,495.0,1001.0,1033.0,892.0,989.0,916.0,887.0,1241.0,1119.0,2602.0,1758.0,3640.0,1898.0
2014-09-04,466,988,927,2464,682,476.0,530.0,463.0,498.0,1003.0,1028.0,892.0,987.0,895.0,889.0,1241.0,1108.0,2570.0,1735.0,3640.0,1677.0
2014-09-05,469,993,931,2483,677,477.0,530.0,458.0,498.0,1000.0,1028.0,889.0,984.0,875.0,889.0,1238.0,1097.0,2546.0,1735.0,3781.0,1452.0
2014-09-08,472,997,940,2519,674,479.0,523.0,454.0,497.0,1006.0,1007.0,886.0,971.0,860.0,869.0,1183.0,1081.0,2523.0,1632.0,3661.0,1165.0
2014-09-09,472,995,940,2596,665,484.0,520.0,451.0,497.0,1016.0,993.0,881.0,971.0,843.0,864.0,1168.0,1081.0,2442.0,1580.0,3613.0,1165.0
