date,vessel_type,freight_index
2013-07-23,Supramax,902
2013-07-24,Capesize,1936
2013-07-24,Handysize,539
2013-07-24,Panamax,1145
2013-07-24,Supramax,907
2013-07-25,Capesize,1890
2013-07-25,Handysize,535
2013-07-25,Panamax,1123
2013-07-25,Supramax,914
2013-07-26,Capesize,1873
2013-07-26,Handysize,534
2013-07-26,Panamax,1104
2013-07-26,Supramax,917
2013-07-29,Capesize,1864
2013-07-29,Handysize,534
2013-07-29,Panamax,1090
2013-07-29,Supramax,917
2013-07-30,Capesize,1856
2013-07-30,Handysize,532
2013-07-30,Panamax,1075
2013-07-30,Supramax,919
2013-07-31,Capesize,1881
2013-07-31,Handysize,531
2013-07-31,Panamax,1057
2013-07-31,Supramax,916
2013-08-01,Capesize,1935
2013-08-01,Handysize,530
2013-08-01,Panamax,1041
2013-08-01,Supramax,912
2013-08-02,Capesize,1950
2013-08-02,Handysize,529
2013-08-02,Panamax,1021
2013-08-02,Supramax,909
2013-08-05,Capesize,1939
2013-08-05,Handysize,527
2013-08-05,Panamax,1009
2013-08-05,Supramax,908
2013-08-06,Capesize,1907
2013-08-06,Handysize,526
2013-08-06,Panamax,992
2013-08-06,Supramax,908
2013-08-07,Capesize,1853
2013-08-07,Handysize,525
2013-08-07,Panamax,977
2013-08-07,Supramax,907
2013-08-08,Capesize,1829
2013-08-08,Handysize,522
2013-08-08,Panamax,962
2013-08-08,Supramax,911
2013-08-09,Capesize,1813
2013-08-09,Handysize,521
2013-08-09,Panamax,948
2013-08-09,Supramax,913
2013-08-12,Capesize,1805
2013-08-12,Handysize,518
2013-08-12,Panamax,940
2013-08-12,Supramax,911
2013-08-13,Capesize,1846
2013-08-13,Handysize,516
2013-08-13,Panamax,933
2013-08-13,Supramax,910
2013-08-14,Capesize,2021
2013-08-14,Handysize,518
2013-08-14,Panamax,928
2013-08-14,Supramax,909
2013-08-15,Capesize,2099
2013-08-15,Handysize,517
2013-08-15,Panamax,926
2013-08-15,Supramax,910
2013-08-16,Capesize,2112
2013-08-16,Handysize,517
2013-08-16,Panamax,923
2013-08-16,Supramax,913
2013-08-19,Capesize,2140
2013-08-19,Handysize,519
2013-08-19,Panamax,917
2013-08-19,Supramax,916
2013-08-20,Capesize,2218
2013-08-20,Handysize,520
2013-08-20,Panamax,912
2013-08-20,Supramax,917
2013-08-21,Capesize,2268
2013-08-21,Handysize,522
2013-08-21,Panamax,905
2013-08-21,Supramax,919
2013-08-22,Capesize,2284
2013-08-22,Handysize,525
2013-08-22,Panamax,904
2013-08-22,Supramax,920
2013-08-23,Capesize,2312
2013-08-23,Handysize,528
2013-08-23,Panamax,903
2013-08-23,Supramax,925
2013-08-27,Capesize,2335
2013-08-27,Handysize,531
2013-08-27,Panamax,904
2013-08-27,Supramax,927
2013-08-28,Capesize,2284
2013-08-28,Handysize,531
2013-08-28,Panamax,901
2013-08-28,Supramax,929
2013-08-29,Capesize,2256
2013-08-29,Handysize,530
2013-08-29,Panamax,904
2013-08-29,Supramax,934
2013-08-30,Capesize,2243
2013-08-30,Handysize,531
2013-08-30,Panamax,907
2013-08-30,Supramax,937
2013-09-02,Capesize,2263
2013-09-02,Handysize,534
2013-09-02,Panamax,912
2013-09-02,Supramax,939
2013-09-03,Capesize,2344
2013-09-03,Handysize,534
2013-09-03,Panamax,921
2013-09-03,Supramax,939
2013-09-04,Capesize,2445
2013-09-04,Handysize,535
2013-09-04,Panamax,933
2013-09-04,Supramax,939
2013-09-05,Capesize,2660
2013-09-05,Handysize,534
2013-09-05,Panamax,961
2013-09-05,Supramax,943
2013-09-06,Capesize,2799
2013-09-06,Handysize,537
2013-09-06,Panamax,1020
2013-09-06,Supramax,952
2013-09-09,Capesize,3113
2013-09-09,Handysize,540
2013-09-09,Panamax,1105
2013-09-09,Supramax,959
2013-09-10,Capesize,3255
2013-09-10,Handysize,542
2013-09-10,Panamax,1186
2013-09-10,Supramax,965
2013-09-11,Capesize,3431
2013-09-11,Handysize,543
2013-09-11,Panamax,1241
2013-09-11,Supramax,958
2013-09-12,Capesize,3397
2013-09-12,Handysize,545
2013-09-12,Panamax,1278
2013-09-12,Supramax,954
2013-09-13,Capesize,3446
2013-09-13,Handysize,544
2013-09-13,Panamax,1306
2013-09-13,Supramax,946
2013-09-16,Capesize,3480
2013-09-16,Handysize,547
2013-09-16,Panamax,1321
2013-09-16,Supramax,940
2013-09-17,Capesize,3691
2013-09-17,Handysize,548
2013-09-17,Panamax,1349
2013-09-17,Supramax,936
2013-09-18,Capesize,3838
2013-09-18,Handysize,549
2013-09-18,Panamax,1385
2013-09-18,Supramax,934
2013-09-19,Capesize,3924
2013-09-19,Handysize,554
2013-09-19,Panamax,1415
2013-09-19,Supramax,942
2013-09-20,Capesize,4018
2013-09-20,Handysize,558
2013-09-20,Panamax,1453
2013-09-20,Supramax,951
2013-09-23,Capesize,4111
2013-09-23,Handysize,561
2013-09-23,Panamax,1509
2013-09-23,Supramax,964
2013-09-24,Capesize,4253
2013-09-24,Handysize,567
2013-09-24,Panamax,1602
2013-09-24,Supramax,971
2013-09-25,Capesize,4329
2013-09-25,Handysize,576
2013-09-25,Panamax,1745
2013-09-25,Supramax,986
2013-09-26,Capesize,4193
2013-09-26,Handysize,585
2013-09-26,Panamax,1794
2013-09-26,Supramax,1012
2013-09-27,Capesize,3967
2013-09-27,Handysize,594
2013-09-27,Panamax,1800
2013-09-27,Supramax,1046
2013-09-30,Capesize,3853
2013-09-30,Handysize,597
2013-09-30,Panamax,1795
2013-09-30,Supramax,1069
2013-10-01,Capesize,3816
2013-10-01,Handysize,597
2013-10-01,Panamax,1786
2013-10-01,Supramax,1079
2013-10-02,Capesize,3810
2013-10-02,Handysize,599
2013-10-02,Panamax,1813
2013-10-02,Supramax,1087
2013-10-03,Capesize,3878
2013-10-03,Handysize,602
2013-10-03,Panamax,1862
2013-10-03,Supramax,1093
2013-10-04,Capesize,3943
2013-10-04,Handysize,609
2013-10-04,Panamax,1914
2013-10-04,Supramax,1101
2013-10-07,Capesize,4020
2013-10-07,Handysize,618
2013-10-07,Panamax,1947
2013-10-07,Supramax,1113
2013-10-08,Capesize,4085
2013-10-08,Handysize,622
2013-10-08,Panamax,1989
2013-10-08,Supramax,1127
2013-10-09,Capesize,3959
2013-10-09,Handysize,629
2013-10-09,Panamax,2016
2013-10-09,Supramax,1145
2013-10-10,Capesize,3621
2013-10-10,Handysize,630
2013-10-10,Panamax,2027
2013-10-10,Supramax,1162
2013-10-11,Capesize,3527
2013-10-11,Handysize,632
2013-10-11,Panamax,2024
2013-10-11,Supramax,1175
2013-10-14,Capesize,3455
2013-10-14,Handysize,634
2013-10-14,Panamax,2020
2013-10-14,Supramax,1182
2013-10-15,Capesize,3469
2013-10-15,Handysize,637
2013-10-15,Panamax,2021
2013-10-15,Supramax,1185
2013-10-16,Capesize,3478
2013-10-16,Handysize,634
2013-10-16,Panamax,2030
2013-10-16,Supramax,1186
2013-10-17,Capesize,3451
2013-10-17,Handysize,632
2013-10-17,Panamax,2059
2013-10-17,Supramax,1199
2013-10-18,Capesize,3264
2013-10-18,Handysize,634
2013-10-18,Panamax,2060
2013-10-18,Supramax,1206
2013-10-21,Capesize,3200
2013-10-21,Handysize,635
2013-10-21,Panamax,2054
2013-10-21,Supramax,1213
2013-10-22,Capesize,3110
2013-10-22,Handysize,636
2013-10-22,Panamax,2038
2013-10-22,Supramax,1221
2013-10-23,Capesize,2943
2013-10-23,Handysize,639
2013-10-23,Panamax,2010
2013-10-23,Supramax,1228
2013-10-24,Capesize,2775
2013-10-24,Handysize,644
2013-10-24,Panamax,1959
2013-10-24,Supramax,1243
2013-10-25,Capesize,2681
2013-10-25,Handysize,649
2013-10-25,Panamax,1904
2013-10-25,Supramax,1252
2013-10-28,Capesize,2526
2013-10-28,Handysize,653
2013-10-28,Panamax,1855
2013-10-28,Supramax,1258
2013-10-29,Capesize,2340
2013-10-29,Handysize,656
2013-10-29,Panamax,1790
2013-10-29,Supramax,1260
2013-10-30,Capesize,2164
2013-10-30,Handysize,660
2013-10-30,Panamax,1716
2013-10-30,Supramax,1266
2013-10-31,Capesize,2245
2013-10-31,Handysize,665
2013-10-31,Panamax,1667
2013-10-31,Supramax,1268
2013-11-01,Capesize,2316
2013-11-01,Handysize,669
2013-11-01,Panamax,1631
2013-11-01,Supramax,1269
2013-11-04,Capesize,2400
2013-11-04,Handysize,673
2013-11-04,Panamax,1612
2013-11-04,Supramax,1273
2013-11-05,Capesize,2553
2013-11-05,Handysize,678
2013-11-05,Panamax,1617
2013-11-05,Supramax,1280
2013-11-06,Capesize,2554
2013-11-06,Handysize,681
2013-11-06,Panamax,1614
2013-11-06,Supramax,1285
2013-11-07,Capesize,2533
2013-11-07,Handysize,685
2013-11-07,Panamax,1594
2013-11-07,Supramax,1291
2013-11-08,Capesize,2514
2013-11-08,Handysize,690
2013-11-08,Panamax,1565
2013-11-08,Supramax,1305
2013-11-11,Capesize,2506
2013-11-11,Handysize,692
2013-11-11,Panamax,1542
2013-11-11,Supramax,1315
2013-11-12,Capesize,2473
2013-11-12,Handysize,693
2013-11-12,Panamax,1510
2013-11-12,Supramax,1320
2013-11-13,Capesize,2455
2013-11-13,Handysize,696
2013-11-13,Panamax,1474
2013-11-13,Supramax,1321
2013-11-14,Capesize,2397
2013-11-14,Handysize,699
2013-11-14,Panamax,1438
2013-11-14,Supramax,1325
2013-11-15,Capesize,2377
2013-11-15,Handysize,703
2013-11-15,Panamax,1409
2013-11-15,Supramax,1339
2013-11-18,Capesize,2366
2013-11-18,Handysize,705
2013-11-18,Panamax,1382
2013-11-18,Supramax,1354
2013-11-19,Capesize,2366
2013-11-19,Handysize,708
2013-11-19,Panamax,1353
2013-11-19,Supramax,1360
2013-11-20,Capesize,2511
2013-11-20,Handysize,715
2013-11-20,Panamax,1346
2013-11-20,Supramax,1363
2013-11-21,Capesize,2447
2013-11-21,Handysize,721
2013-11-21,Panamax,1345
2013-11-21,Supramax,1371
2013-11-22,Capesize,2390
2013-11-22,Handysize,728
2013-11-22,Panamax,1362
2013-11-22,Supramax,1378
2013-11-25,Capesize,2391
2013-11-25,Handysize,732
2013-11-25,Panamax,1387
2013-11-25,Supramax,1393
2013-11-26,Capesize,2399
2013-11-26,Handysize,737
2013-11-26,Panamax,1427
2013-11-26,Supramax,1404
2013-11-27,Capesize,2496
2013-11-27,Handysize,745
2013-11-27,Panamax,1510
2013-11-27,Supramax,1418
2013-11-28,Capesize,2848
2013-11-28,Handysize,757
2013-11-28,Panamax,1613
2013-11-28,Supramax,1441
2013-11-29,Capesize,3089
2013-11-29,Handysize,764
2013-11-29,Panamax,1665
2013-11-29,Supramax,1458
2013-12-02,Capesize,3194
2013-12-02,Handysize,771
2013-12-02,Panamax,1695
2013-12-02,Supramax,1475
2013-12-03,Capesize,3316
2013-12-03,Handysize,776
2013-12-03,Panamax,1741
2013-12-03,Supramax,1488
2013-12-04,Capesize,3481
2013-12-04,Handysize,782
2013-12-04,Panamax,1795
2013-12-04,Supramax,1507
2013-12-05,Capesize,3843
2013-12-05,Handysize,786
2013-12-05,Panamax,1867
2013-12-05,Supramax,1522
2013-12-06,Capesize,3842
2013-12-06,Handysize,789
2013-12-06,Panamax,1923
2013-12-06,Supramax,1531
2013-12-09,Capesize,3831
2013-12-09,Handysize,792
2013-12-09,Panamax,1955
2013-12-09,Supramax,1552
2013-12-10,Capesize,4011
2013-12-10,Handysize,796
2013-12-10,Panamax,1997
2013-12-10,Supramax,1557
2013-12-11,Capesize,4210
2013-12-11,Handysize,803
2013-12-11,Panamax,2050
2013-12-11,Supramax,1554
2013-12-12,Capesize,4291
2013-12-12,Handysize,810
2013-12-12,Panamax,2085
2013-12-12,Supramax,1560
2013-12-13,Capesize,4246
2013-12-13,Handysize,814
2013-12-13,Panamax,2096
2013-12-13,Supramax,1562
2013-12-16,Capesize,4065
2013-12-16,Handysize,817
2013-12-16,Panamax,2082
2013-12-16,Supramax,1553
2013-12-17,Capesize,3818
2013-12-17,Handysize,821
2013-12-17,Panamax,2025
2013-12-17,Supramax,1546
2013-12-18,Capesize,3638
2013-12-18,Handysize,820
2013-12-18,Panamax,1946
2013-12-18,Supramax,1541
2013-12-19,Capesize,3596
2013-12-19,Handysize,818
2013-12-19,Panamax,1883
2013-12-19,Supramax,1517
2013-12-20,Capesize,3875
2013-12-20,Handysize,811
2013-12-20,Panamax,1858
2013-12-20,Supramax,1499
2013-12-23,Capesize,3996
2013-12-23,Handysize,805
2013-12-23,Panamax,1835
2013-12-23,Supramax,1482
2013-12-24,Capesize,4078
2013-12-24,Handysize,801
2013-12-24,Panamax,1825
2013-12-24,Supramax,1468
2014-01-02,Capesize,3733
2014-01-02,Handysize,773
2014-01-02,Panamax,1780
2014-01-02,Supramax,1453
2014-01-03,Capesize,3531
2014-01-03,Handysize,763
2014-01-03,Panamax,1750
2014-01-03,Supramax,1330
2014-01-06,Capesize,3287
2014-01-06,Handysize,750
2014-01-06,Panamax,1724
2014-01-06,Supramax,1276
2014-01-07,Capesize,3017
2014-01-07,Handysize,744
2014-01-07,Panamax,1692
2014-01-07,Supramax,1239
2014-01-08,Capesize,2818
2014-01-08,Handysize,741
2014-01-08,Panamax,1672
2014-01-08,Supramax,1204
2014-01-09,Capesize,2500
2014-01-09,Handysize,735
2014-01-09,Panamax,1645
2014-01-09,Supramax,1191
2014-01-10,Capesize,2101
2014-01-10,Handysize,730
2014-01-10,Panamax,1621
2014-01-10,Supramax,1188
2014-01-13,Capesize,1857
2014-01-13,Handysize,726
2014-01-13,Panamax,1598
2014-01-13,Supramax,1190
2014-01-14,Capesize,1832
2014-01-14,Handysize,725
2014-01-14,Panamax,1580
2014-01-14,Supramax,1191
2014-01-15,Capesize,1862
2014-01-15,Handysize,724
2014-01-15,Panamax,1572
2014-01-15,Supramax,1189
2014-01-16,Capesize,1929
2014-01-16,Handysize,722
2014-01-16,Panamax,1570
2014-01-16,Supramax,1182
2014-01-17,Capesize,2026
2014-01-17,Handysize,719
2014-01-17,Panamax,1564
2014-01-17,Supramax,1175
2014-01-20,Capesize,2082
2014-01-20,Handysize,719
2014-01-20,Panamax,1552
2014-01-20,Supramax,1165
2014-01-21,Capesize,1973
2014-01-21,Handysize,715
2014-01-21,Panamax,1530
2014-01-21,Supramax,1154
2014-01-22,Capesize,1880
2014-01-22,Handysize,715
2014-01-22,Panamax,1496
2014-01-22,Supramax,1141
2014-01-23,Capesize,1775
2014-01-23,Handysize,715
2014-01-23,Panamax,1468
2014-01-23,Supramax,1130
2014-01-24,Capesize,1723
2014-01-24,Handysize,712
2014-01-24,Panamax,1437
2014-01-24,Supramax,1121
2014-01-27,Capesize,1673
2014-01-27,Handysize,708
2014-01-27,Panamax,1413
2014-01-27,Supramax,1112
2014-01-28,Capesize,1577
2014-01-28,Handysize,705
2014-01-28,Panamax,1387
2014-01-28,Supramax,1098
2014-01-29,Capesize,1531
2014-01-29,Handysize,700
2014-01-29,Panamax,1369
2014-01-29,Supramax,1079
2014-01-30,Capesize,1527
2014-01-30,Handysize,691
2014-01-30,Panamax,1347
2014-01-30,Supramax,1056
2014-01-31,Capesize,1524
2014-01-31,Handysize,684
2014-01-31,Panamax,1337
2014-01-31,Supramax,1018
2014-02-03,Capesize,1516
2014-02-03,Handysize,682
2014-02-03,Panamax,1326
2014-02-03,Supramax,996
2014-02-04,Capesize,1513
2014-02-04,Handysize,681
2014-02-04,Panamax,1313
2014-02-04,Supramax,975
2014-02-05,Capesize,1544
2014-02-05,Handysize,677
2014-02-05,Panamax,1307
2014-02-05,Supramax,961
2014-02-06,Capesize,1575
2014-02-06,Handysize,676
2014-02-06,Panamax,1307
2014-02-06,Supramax,948
2014-02-07,Capesize,1588
2014-02-07,Handysize,674
2014-02-07,Panamax,1304
2014-02-07,Supramax,937
2014-02-10,Capesize,1611
2014-02-10,Handysize,669
2014-02-10,Panamax,1305
2014-02-10,Supramax,929
2014-02-11,Capesize,1581
2014-02-11,Handysize,667
2014-02-11,Panamax,1322
2014-02-11,Supramax,929
2014-02-12,Capesize,1548
2014-02-12,Handysize,665
2014-02-12,Panamax,1324
2014-02-12,Supramax,928
2014-02-13,Capesize,1557
2014-02-13,Handysize,668
2014-02-13,Panamax,1313
2014-02-13,Supramax,938
2014-02-14,Capesize,1554
2014-02-14,Handysize,671
2014-02-14,Panamax,1311
2014-02-14,Supramax,965
2014-02-17,Capesize,1625
2014-02-17,Handysize,676
2014-02-17,Panamax,1308
2014-02-17,Supramax,998
2014-02-18,Capesize,1667
2014-02-18,Handysize,677
2014-02-18,Panamax,1298
2014-02-18,Supramax,1026
2014-02-19,Capesize,1690
2014-02-19,Handysize,678
2014-02-19,Panamax,1282
2014-02-19,Supramax,1049
2014-02-20,Capesize,1680
2014-02-20,Handysize,676
2014-02-20,Panamax,1261
2014-02-20,Supramax,1068
2014-02-21,Capesize,1701
2014-02-21,Handysize,677
2014-02-21,Panamax,1244
2014-02-21,Supramax,1087
2014-02-24,Capesize,1707
2014-02-24,Handysize,679
2014-02-24,Panamax,1222
2014-02-24,Supramax,1098
2014-02-25,Capesize,1775
2014-02-25,Handysize,679
2014-02-25,Panamax,1187
2014-02-25,Supramax,1096
2014-02-26,Capesize,1912
2014-02-26,Handysize,674
2014-02-26,Panamax,1154
2014-02-26,Supramax,1096
2014-02-27,Capesize,2049
2014-02-27,Handysize,673
2014-02-27,Panamax,1123
2014-02-27,Supramax,1097
2014-02-28,Capesize,2084
2014-02-28,Handysize,669
2014-02-28,Panamax,1099
2014-02-28,Supramax,1100
2014-03-03,Capesize,2180
2014-03-03,Handysize,666
2014-03-03,Panamax,1080
2014-03-03,Supramax,1103
2014-03-04,Capesize,2326
2014-03-04,Handysize,662
2014-03-04,Panamax,1062
2014-03-04,Supramax,1107
2014-03-05,Capesize,2596
2014-03-05,Handysize,661
2014-03-05,Panamax,1053
2014-03-05,Supramax,1115
2014-03-06,Capesize,2830
2014-03-06,Handysize,663
2014-03-06,Panamax,1056
2014-03-06,Supramax,1116
2014-03-07,Capesize,2980
2014-03-07,Handysize,663
2014-03-07,Panamax,1075
2014-03-07,Supramax,1122
2014-03-10,Capesize,3023
2014-03-10,Handysize,663
2014-03-10,Panamax,1088
2014-03-10,Supramax,1131
2014-03-11,Capesize,3045
2014-03-11,Handysize,666
2014-03-11,Panamax,1104
2014-03-11,Supramax,1137
2014-03-12,Capesize,2600
2014-03-12,Handysize,668
2014-03-12,Panamax,1102
2014-03-12,Supramax,1149
2014-03-13,Capesize,2654
2014-03-13,Handysize,668
2014-03-13,Panamax,1106
2014-03-13,Supramax,1159
2014-03-14,Capesize,2677
2014-03-14,Handysize,671
2014-03-14,Panamax,1113
2014-03-14,Supramax,1173
2014-03-17,Capesize,2691
2014-03-17,Handysize,671
2014-03-17,Panamax,1116
2014-03-17,Supramax,1183
2014-03-18,Capesize,2818
2014-03-18,Handysize,668
2014-03-18,Panamax,1118
2014-03-18,Supramax,1191
2014-03-19,Capesize,2982
2014-03-19,Handysize,667
2014-03-19,Panamax,1120
2014-03-19,Supramax,1198
2014-03-20,Capesize,3129
2014-03-20,Handysize,671
2014-03-20,Panamax,1120
2014-03-20,Supramax,1200
2014-03-21,Capesize,3036
2014-03-21,Handysize,674
2014-03-21,Panamax,1112
2014-03-21,Supramax,1205
2014-03-24,Capesize,3055
2014-03-24,Handysize,676
2014-03-24,Panamax,1107
2014-03-24,Supramax,1209
2014-03-25,Capesize,2993
2014-03-25,Handysize,676
2014-03-25,Panamax,1088
2014-03-25,Supramax,1207
2014-03-26,Capesize,2761
2014-03-26,Handysize,672
2014-03-26,Panamax,1062
2014-03-26,Supramax,1201
2014-03-27,Capesize,2579
2014-03-27,Handysize,659
2014-03-27,Panamax,1018
2014-03-27,Supramax,1180
2014-03-28,Capesize,2557
2014-03-28,Handysize,649
2014-03-28,Panamax,978
2014-03-28,Supramax,1139
2014-03-31,Capesize,2573
2014-03-31,Handysize,642
2014-03-31,Panamax,942
2014-03-31,Supramax,1115
2014-04-01,Capesize,2505
2014-04-01,Handysize,632
2014-04-01,Panamax,897
2014-04-01,Supramax,1090
2014-04-02,Capesize,2418
2014-04-02,Handysize,621
2014-04-02,Panamax,867
2014-04-02,Supramax,1068
2014-04-03,Capesize,2343
2014-04-03,Handysize,610
2014-04-03,Panamax,836
2014-04-03,Supramax,1047
2014-04-04,Capesize,2306
2014-04-04,Handysize,598
2014-04-04,Panamax,822
2014-04-04,Supramax,1025
2014-04-07,Capesize,2293
2014-04-07,Handysize,588
2014-04-07,Panamax,812
2014-04-07,Supramax,1003
2014-04-08,Capesize,2029
2014-04-08,Handysize,580
2014-04-08,Panamax,801
2014-04-08,Supramax,982
2014-04-09,Capesize,1946
2014-04-09,Handysize,571
2014-04-09,Panamax,794
2014-04-09,Supramax,965
2014-04-10,Capesize,1865
2014-04-10,Handysize,562
2014-04-10,Panamax,787
2014-04-10,Supramax,949
2014-04-11,Capesize,1789
2014-04-11,Handysize,556
2014-04-11,Panamax,782
2014-04-11,Supramax,936
2014-04-14,Capesize,1765
2014-04-14,Handysize,549
2014-04-14,Panamax,778
2014-04-14,Supramax,927
2014-04-15,Capesize,1724
2014-04-15,Handysize,543
2014-04-15,Panamax,777
2014-04-15,Supramax,921
2014-04-16,Capesize,1613
2014-04-16,Handysize,536
2014-04-16,Panamax,792
2014-04-16,Supramax,916
2014-04-17,Capesize,1591
2014-04-17,Handysize,533
2014-04-17,Panamax,812
2014-04-17,Supramax,909
2014-04-22,Capesize,1616
2014-04-22,Handysize,528
2014-04-22,Panamax,828
2014-04-22,Supramax,908
2014-04-23,Capesize,1674
2014-04-23,Handysize,524
2014-04-23,Panamax,840
2014-04-23,Supramax,909
2014-04-24,Capesize,1692
2014-04-24,Handysize,520
2014-04-24,Panamax,852
2014-04-24,Supramax,911
2014-04-25,Capesize,1696
2014-04-25,Handysize,517
2014-04-25,Panamax,864
2014-04-25,Supramax,909
2014-04-28,Capesize,1668
2014-04-28,Handysize,517
2014-04-28,Panamax,868
2014-04-28,Supramax,912
2014-04-29,Capesize,1613
2014-04-29,Handysize,515
2014-04-29,Panamax,872
2014-04-29,Supramax,916
2014-04-30,Capesize,1600
2014-04-30,Handysize,513
2014-04-30,Panamax,871
2014-04-30,Supramax,922
2014-05-01,Capesize,1716
2014-05-01,Handysize,514
2014-05-01,Panamax,871
2014-05-01,Supramax,919
2014-05-02,Capesize,1829
2014-05-02,Handysize,510
2014-05-02,Panamax,865
2014-05-02,Supramax,915
2014-05-06,Capesize,1691
2014-05-06,Handysize,510
2014-05-06,Panamax,866
2014-05-06,Supramax,915
2014-05-07,Capesize,1681
2014-05-07,Handysize,509
2014-05-07,Panamax,869
2014-05-07,Supramax,917
2014-05-08,Capesize,1613
2014-05-08,Handysize,508
2014-05-08,Panamax,879
2014-05-08,Supramax,920
2014-05-09,Capesize,1541
2014-05-09,Handysize,506
2014-05-09,Panamax,898
2014-05-09,Supramax,918
2014-05-12,Capesize,1483
2014-05-12,Handysize,504
2014-05-12,Panamax,910
2014-05-12,Supramax,909
2014-05-13,Capesize,1453
2014-05-13,Handysize,502
2014-05-13,Panamax,933
2014-05-13,Supramax,905
2014-05-14,Capesize,1496
2014-05-14,Handysize,497
2014-05-14,Panamax,969
2014-05-14,Supramax,904
2014-05-15,Capesize,1546
2014-05-15,Handysize,490
2014-05-15,Panamax,1016
2014-05-15,Supramax,904
2014-05-16,Capesize,1530
2014-05-16,Handysize,485
2014-05-16,Panamax,1041
2014-05-16,Supramax,901
2014-05-19,Capesize,1494
2014-05-19,Handysize,483
2014-05-19,Panamax,1054
2014-05-19,Supramax,899
2014-05-20,Capesize,1431
2014-05-20,Handysize,482
2014-05-20,Panamax,1061
2014-05-20,Supramax,896
2014-05-21,Capesize,1354
2014-05-21,Handysize,480
2014-05-21,Panamax,1056
2014-05-21,Supramax,891
2014-05-22,Capesize,1302
2014-05-22,Handysize,480
2014-05-22,Panamax,1028
2014-05-22,Supramax,884
2014-05-23,Capesize,1358
2014-05-23,Handysize,480
2014-05-23,Panamax,1001
2014-05-23,Supramax,872
2014-05-27,Capesize,1457
2014-05-27,Handysize,481
2014-05-27,Panamax,971
2014-05-27,Supramax,866
2014-05-28,Capesize,1405
2014-05-28,Handysize,481
2014-05-28,Panamax,940
2014-05-28,Supramax,855
2014-05-29,Capesize,1379
2014-05-29,Handysize,484
2014-05-29,Panamax,904
2014-05-29,Supramax,846
2014-05-30,Capesize,1395
2014-05-30,Handysize,485
2014-05-30,Panamax,872
2014-05-30,Supramax,839
2014-06-02,Capesize,1429
2014-06-02,Handysize,485
2014-06-02,Panamax,846
2014-06-02,Supramax,830
2014-06-03,Capesize,1545
2014-06-03,Handysize,485
2014-06-03,Panamax,816
2014-06-03,Supramax,829
2014-06-04,Capesize,1604
2014-06-04,Handysize,484
2014-06-04,Panamax,786
2014-06-04,Supramax,829
2014-06-05,Capesize,1689
2014-06-05,Handysize,482
2014-06-05,Panamax,758
2014-06-05,Supramax,821
2014-06-06,Capesize,1793
2014-06-06,Handysize,481
2014-06-06,Panamax,727
2014-06-06,Supramax,811
2014-06-09,Capesize,1846
2014-06-09,Handysize,478
2014-06-09,Panamax,713
2014-06-09,Supramax,802
2014-06-10,Capesize,1903
2014-06-10,Handysize,475
2014-06-10,Panamax,699
2014-06-10,Supramax,797
2014-06-11,Capesize,1864
2014-06-11,Handysize,469
2014-06-11,Panamax,678
2014-06-11,Supramax,787
2014-06-12,Capesize,1792
2014-06-12,Handysize,465
2014-06-12,Panamax,635
2014-06-12,Supramax,774
2014-06-13,Capesize,1730
2014-06-13,Handysize,459
2014-06-13,Panamax,582
2014-06-13,Supramax,760
2014-06-16,Capesize,1695
2014-06-16,Handysize,450
2014-06-16,Panamax,542
2014-06-16,Supramax,748
2014-06-17,Capesize,1676
2014-06-17,Handysize,446
2014-06-17,Panamax,514
2014-06-17,Supramax,740
2014-06-18,Capesize,1767
2014-06-18,Handysize,443
2014-06-18,Panamax,492
2014-06-18,Supramax,724
2014-06-19,Capesize,1919
2014-06-19,Handysize,442
2014-06-19,Panamax,474
2014-06-19,Supramax,715
2014-06-20,Capesize,1950
2014-06-20,Handysize,441
2014-06-20,Panamax,461
2014-06-20,Supramax,708
2014-06-23,Capesize,1896
2014-06-23,Handysize,440
2014-06-23,Panamax,452
2014-06-23,Supramax,704
2014-06-24,Capesize,1848
2014-06-24,Handysize,438
2014-06-24,Panamax,446
2014-06-24,Supramax,701
2014-06-25,Capesize,1799
2014-06-25,Handysize,433
2014-06-25,Panamax,433
2014-06-25,Supramax,694
2014-06-26,Capesize,1748
2014-06-26,Handysize,427
2014-06-26,Panamax,423
2014-06-26,Supramax,687
2014-06-27,Capesize,1773
2014-06-27,Handysize,420
2014-06-27,Panamax,419
2014-06-27,Supramax,679
2014-06-30,Capesize,1871
2014-06-30,Handysize,413
2014-06-30,Panamax,423
2014-06-30,Supramax,678
2014-07-01,Capesize,2045
2014-07-01,Handysize,409
2014-07-01,Panamax,446
2014-07-01,Supramax,675
2014-07-02,Capesize,1999
2014-07-02,Handysize,408
2014-07-02,Panamax,485
2014-07-02,Supramax,676
2014-07-03,Capesize,1935
2014-07-03,Handysize,404
2014-07-03,Panamax,557
2014-07-03,Supramax,677
2014-07-04,Capesize,1864
2014-07-04,Handysize,403
2014-07-04,Panamax,640
2014-07-04,Supramax,680
2014-07-07,Capesize,1808
2014-07-07,Handysize,402
2014-07-07,Panamax,680
2014-07-07,Supramax,682
2014-07-08,Capesize,1755
2014-07-08,Handysize,400
2014-07-08,Panamax,704
2014-07-08,Supramax,686
2014-07-09,Capesize,1648
2014-07-09,Handysize,397
2014-07-09,Panamax,710
2014-07-09,Supramax,687
2014-07-10,Capesize,1523
